No,Title_,City_district,Place_rooms,Price,House area,Rooms No.,Floors,Contruction,Installation,Heating,Year of construction,Land area (a)
1153,Namas pardavimui,Druskininkų sav.,"Druskininkai, Gardino g. id:924410 1 kmb.",31000,113.0,1,1,Plytinis,,,1972,4.5
1154,Namas pardavimui,Šiauliai,"Rėkyva, Klevo Sodų 9-oji g. id:924349 2 kmb.",46000,72.0,2,1,Plytinis,,Kietu kuru,1993,6.0
1155,Sodyba pardavimui,Druskininkų sav.,"Jaskonys, Smilčių g. id:850874 1 kmb.",57500,73.0,1,1,Plytinis,Tvarkingas,,1974,7.0
1156,Kotedžas pardavimui,Vilnius,"Pašilaičiai, Edinburgo g. id:924387 5 kmb.",175000,132.0,5,3,Plytinis,Naujas,,2023,4.0
1157,Sodyba pardavimui,Šakių r. sav.,Žuklijai id:924386 3 kmb.,77000,89.0,3,1,,,,1890,951.0
1158,Namas pardavimui,Marijampolės sav.,"Smilgiai, Aušros g. id:866963 6 kmb.",48500,173.0,6,1,Plytinis,,,1976,15.0
1159,Namo Dalis pardavimui,Šiauliai,"Centras, Nidos g. id:838450 2 kmb.",25500,27.0,2,1,Rąstinis,,,1931,2.74
1160,Sodo Namas pardavimui,Prienų r. sav.,"Papilvis, Obelų g. id:905032 1 kmb.",6000,15.0,1,1,Medinis,,,1990,6.2
1161,Sodyba pardavimui,Jonavos r. sav.,"Naujasodis, Šviesos g. id:905031 6 kmb.",27900,112.0,6,2,Plytinis,,,1969,22.0
1162,Sodyba pardavimui,Kėdainių r. sav.,"Vainikai, Nevėžio g. id:923316 6 kmb.",17000,106.0,6,1,Rąstinis,,,1962,33.0
1163,Sodyba pardavimui,Radviliškio r. sav.,"Kurkliai, Paežerių g. id:880575 4 kmb.",230000,66.0,4,2,Rąstinis,,,2009,38.0
1164,Namo Dalis pardavimui,Radviliškio r. sav.,"Radviliškis, M. Valančiaus g. id:920096 3 kmb.",19500,77.0,3,2,Rąstinis,,,1940,4.67
1165,Namas pardavimui,Šiauliai,"Rėkyva, Purienos Sodų 1-oji g. id:905858",35000,65.0,4,1,Plytinis,,,1985,8.13
1166,Sodyba pardavimui,Joniškio r. sav.,Kriukai id:898641 3 kmb.,27500,83.0,3,1,Plytinis,,,1961,23.77
1167,Sodyba pardavimui,Šiaulių r. sav.,"Drąsučiai, Laisvės g. id:920094 5 kmb.",29000,84.0,5,2,Rąstinis,,,1923,33.58
1168,Namas pardavimui,Kelmės r. sav.,"Maneikiai, Parko g. id:910032",58500,150.0,4,2,Plytinis,,,1973,30.0
1169,Sodyba pardavimui,Telšių r. sav.,"Pateklėnai, Pateklos g. id:898640 5 kmb.",29500,136.0,5,1,Rąstinis,,,1935,36.0
1170,Namas pardavimui,Joniškio r. sav.,"Blauzdžiūnai, Saulės g. id:873990 3 kmb.",10000,68.0,3,1,Plytinis,,,1970,18.39
1171,Namas pardavimui,Šiaulių r. sav.,"Bubiai, Saulėtekio g. id:909862",132000,223.0,4,2,Plytinis,,,1991,21.79
1172,Sodyba pardavimui,Elektrėnų sav.,"Pastrėvys, Semeliškių g. id:910549 3 kmb.",77000,82.0,3,1,Plytinis,,,1984,67.0
1173,Namas pardavimui,Šiauliai,"Centras, Miško g. id:898609 5 kmb.",185000,332.0,5,2,Plytinis,,,1994,5.79
1174,Sodyba pardavimui,Prienų r. sav.,"Žvyrynai, Prienų pl. id:923315 3 kmb.",220000,150.0,3,1,Rąstinis,,,2011,360.0
1175,Namas pardavimui,Prienų r. sav.,"Žvyrynai, Prienų pl. id:923314 7 kmb.",120000,209.0,7,2,Plytinis,,,2011,250.0
1176,Namas pardavimui,Šiaulių r. sav.,"Kuršėnai, Kaštonų g. id:903028 2 kmb.",65000,65.0,2,1,Karkasinis,,,1951,5.77
1177,Kotedžas pardavimui,Šiauliai,"Centras, Pumpučių g. id:909477 5 kmb.",199000,129.0,5,2,Plytinis,,,2022,2.9
1178,Sodyba pardavimui,Akmenės r. sav.,"Naujoji Akmenė, Gedimino g. id:905067 5 kmb.",91500,125.0,5,1,Plytinis,,,1970,12.4
1179,Namas pardavimui,Šiaulių r. sav.,Kairiai id:906057 6 kmb.,245000,199.0,6,2,,,,2018,6.17
1180,Namas pardavimui,Šiauliai,"Rėkyva, Strazdų g. id:904208 5 kmb.",145000,344.0,5,1,Plytinis,,,1993,8.22
1181,Namas pardavimui,Šiauliai,"Rėkyva, Žilvičio Sodų 4-oji g. id:913694",27500,50.0,4,1,Plytinis,,,1964,6.0
1182,Sodyba pardavimui,Kelmės r. sav.,"Kiaunoriai, Draugystės g. id:915969 2 kmb.",27500,55.0,2,2,Plytinis,,,1964,28.26
1183,Namas pardavimui,Radviliškio r. sav.,"Radviliškis, Maironio g. id:922111",80000,221.0,4,1,Plytinis,,,1982,11.09
1184,Namas pardavimui,Šiauliai,"Medelynas, Klaipėdos g. id:924325 5 kmb.",149990,206.0,5,1,Plytinis,,,1976,6.8
1185,Sodyba pardavimui,Radviliškio r. sav.,"Šniūraičiai, Radviliškio g. id:922854 3 kmb.",59500,100.0,3,1,Plytinis,,,1986,15.9
1186,Namas pardavimui,Vilnius,"Galgiai, Nendrių g. id:924373 4 kmb.",212000,101.0,4,1,Mūrinis,Įrengtas,Oras-vanduo,2023,45.45
1187,Sodo Namas pardavimui,Klaipėdos r. sav.,"Vaiteliai, Ajerų g. id:924369 2 kmb.",83000,45.0,2,1,Karkasinis,Įrengtas,Dujinis,2010,12.0
1188,Namas pardavimui,Palanga,Vytauto g. id:571757 6 kmb.,590000,194.0,6,2,Plytinis,Įrengtas,Dujinis,2005,4.0
1189,Namas pardavimui,Ignalinos r. sav.,"Strigailiškis, Centro g. id:876881 5 kmb.",76000,145.0,5,3,Plytinis,,Kietu kuru,2011,11.0
1190,Namas pardavimui,Elektrėnų sav.,Šuoliai id:924355 11 kmb.,539000,283.0,11,2,Medinis,,Elektrinis,2004,560.0
1191,Namas pardavimui,Vilnius,"Šiaurės miestelis, S. Žukausko g. id:924352 1 kmb.",23000,17.0,1,1,Plytinis,Tvarkingas,,2002,45.45
1192,Namas pardavimui,Vilniaus r. sav.,"Aukštuolė, Vakaro 8-oji g. id:924346 4 kmb.",79000,135.0,4,2,Plytinis,,,2018,6.1
1193,Kotedžas pardavimui,Klaipėdos r. sav.,"Baukštininkai, Vasaros g. id:924344 4 kmb.",150000,106.0,4,2,Mūrinis,Įrengtas,Dujinis,2023,6.0
1194,Namas pardavimui,Klaipėdos r. sav.,"Radailiai, Sodų g. id:924330 4 kmb.",180000,180.0,4,2,Plytinis,Naujas,,2017,10.0
1195,Namas pardavimui,Šiauliai,"Pabaliai, Alksnių g. id:924328 5 kmb.",68000,109.0,5,2,Plytinis,,"Dujinis, Kietu kuru",1969,7.36
1196,Namo Dalis pardavimui,Klaipėda,"Smeltė, Upelio g. id:898137 2 kmb.",74500,36.0,2,1,Mūrinis,Renovuotas pastatas,"Elektrinis, Oras-oras",2011,4.0
1197,Namas pardavimui,Vilnius,"Antakalnis, Pupojų Sodų 10-oji g. id:924320 4 kmb.",285000,138.63,4,1,Mūrinis,Dalinė apdaila,"Dujinis, Oras-vanduo",2023,45.45
1198,Sodyba pardavimui,Panevėžio r. sav.,Bygailiai id:924318 14 kmb.,279000,483.0,14,2,Plytinis,,Centrinis,1973,35.72
1199,Namas pardavimui,Plungės r. sav.,"Plungė, Tilto g. id:924304 4 kmb.",160000,151.0,4,1,Plytinis,Naujas,Kietu kuru,2019,11.89
1200,Namas pardavimui,Jonavos r. sav.,"Ratušėliai, Beržų g. id:924303 3 kmb.",85000,93.0,3,2,Plytinis,Naujas,Kietu kuru,2002,6.0
1201,Namas pardavimui,Kaunas,"Šilainiai, Bačkonių g. id:924301 2 kmb.",75000,61.0,2,1,,,Dujinis,1987,12.06
1202,Namas pardavimui,Kauno r. sav.,"Karkazai, Kalno g. id:924297 6 kmb.",315000,187.0,6,2,Plytinis,Naujas,,2013,18.23
1203,Namas pardavimui,Vilniaus r. sav.,"Gailiūnai, Gailiūnų g. id:924291 4 kmb.",141500,80.0,4,2,Karkasinis,,Dujinis,2016,5.0
1204,Namas pardavimui,Vilniaus r. sav.,"Gailiūnai, Gailiūnų g. id:924291 4 kmb.",141500,80.0,4,2,Karkasinis,,Dujinis,2016,5.0
1205,Namas pardavimui,Vilniaus r. sav.,"Užuežerė, Verbiškių 6-oji g. id:924289 4 kmb.",275000,160.0,4,2,Plytinis,,Kietu kuru,2019,6.0
1206,Namas pardavimui,Vilniaus r. sav.,"Gilužiai, Perkūno g. id:924288 5 kmb.",419000,243.0,5,2,Plytinis,,,2019,10.0
1207,Namas pardavimui,Vilnius,"Bireliai, Birelių Sodų 1-oji g. id:924285 4 kmb.",85000,106.0,4,2,Medinis,,,2013,5.9
1208,Namas pardavimui,Vilnius,"Pilaitė, Nybudžių g. id:924282 5 kmb.",325000,175.0,5,2,Plytinis,,,2022,5.3
1209,Namas pardavimui,Vilniaus r. sav.,"Bajorai, Mėtų g. id:918933 4 kmb.",256000,153.0,4,1,Plytinis,,,2023,8.42
1210,Kotedžas pardavimui,Vilnius,"Aukštieji Paneriai, Grendavės g. id:924280 4 kmb.",269000,116.0,4,1,Plytinis,,,2023,6.0
1211,Namas pardavimui,Vilnius,"Verkiai, Toluvos g. id:924279 4 kmb.",238500,118.0,4,1,Plytinis,,,2024,4.86
1212,Kotedžas pardavimui,Vilniaus r. sav.,"Bukiškis, Saulės g. id:915586 4 kmb.",245000,151.0,4,2,Plytinis,,,2024,5.0
1213,Namas pardavimui,Tauragės r. sav.,"Skaudvilė, Vilniaus g. id:924274 4 kmb.",70000,195.0,4,2,Plytinis,,Kietu kuru,1980,6.0
1214,Namas pardavimui,Telšių r. sav.,Baltininkai id:924263 4 kmb.,38000,196.0,4,1,Plytinis,,Centrinis,1985,60.0
1215,Sodyba pardavimui,Ignalinos r. sav.,"Linkmenys, Parko g. id:924260 4 kmb.",230000,136.0,4,2,,,,1987,195.0
1216,Namas pardavimui,Vilniaus r. sav.,"Pikeliškės, Ežero g. id:920192 3 kmb.",139000,89.0,3,2,Plytinis,,Kietu kuru,1981,6.2
1217,Sodyba pardavimui,Rokiškio r. sav.,Narkūnėliai id:920683 4 kmb.,57000,95.0,4,1,,,Kietu kuru,1956,1258.0
1218,Namas pardavimui,Šiauliai,"Lieporiai, Tauro g. id:924257 5 kmb.",142000,290.0,5,2,Plytinis,,Kietu kuru,1995,7.26
1219,Namas pardavimui,Šiaulių r. sav.,"Aukštelkė, Ramunių g. id:924254 5 kmb.",50000,136.0,5,2,Plytinis,,Centrinis,1969,15.21
1220,Namas pardavimui,Vilnius,"Antakalnis, Vingiorykščių g. id:906844 6 kmb.",445000,269.0,6,2,Plytinis,,Dujinis,2023,15.0
1221,Namas pardavimui,Vilniaus r. sav.,"Raisteniškės, Klevų g. id:920769 5 kmb.",349000,190.0,5,2,Plytinis,,Dujinis,2007,11.0
1222,Kotedžas pardavimui,Vilniaus r. sav.,"Gineitiškės, Girijos g. id:919218 3 kmb.",199000,73.0,3,2,Plytinis,,Dujinis,2017,1.44
1223,Namas pardavimui,Vilnius,"Pašilaičiai, Perkūnkiemio g. id:924033",12000,15.0,4,1,,,,2023,45.45
1224,Namas pardavimui,Kaunas,"Kleboniškis, Kleboniškio g. id:924243 5 kmb.",285000,174.0,5,2,Plytinis,,Dujinis,1992,5.0
1225,Namas pardavimui,Kėdainių r. sav.,Ažytėnai id:924242,59000,363.0,4,2,Plytinis,,,1986,32.0
1226,Namas pardavimui,Kaunas,"Vytėnai, Užnerio g. id:924240 5 kmb.",379900,223.0,5,2,Plytinis,,Dujinis,2006,7.55
1227,Namas pardavimui,Kauno r. sav.,"Noreikiškės, Bijūnų tak. id:924239 4 kmb.",229000,155.0,4,2,Plytinis,,Kietu kuru,2016,5.12
1228,Namas pardavimui,Kauno r. sav.,"Garliava, Vienybės g. id:924238 5 kmb.",295000,347.0,5,3,Plytinis,,Dujinis,1993,12.0
1229,Namas pardavimui,Kaunas,"Freda, P. Klimo g. id:924234 4 kmb.",250000,111.0,4,1,Plytinis,,,1918,4.45
1230,Namas pardavimui,Vilnius,"Antakalnis, Balžio g. id:813861 8 kmb.",279000,325.0,8,2,,,,1968,10.4
1231,Namas pardavimui,Kauno r. sav.,"Garliava, J. Basanavičiaus g. id:924208 6 kmb.",120000,224.83,6,2,Mūrinis,Įrengtas,Dujinis,1977,5.0
1232,Namas pardavimui,Kauno r. sav.,"Neveronys, Pievų g. id:924207 3 kmb.",139000,59.77,3,1,Mūrinis,Įrengtas,Dujinis,2023,5.0
1233,Namas pardavimui,Kaišiadorių r. sav.,"Kaišiadorys, Žaslių g. id:878515 4 kmb.",59000,89.0,4,1,Plytinis,,Kietu kuru,1961,16.59
1234,Namas pardavimui,Kauno r. sav.,"Neveronys, Pievų g. id:924205 4 kmb.",175000,79.35,4,1,Mūrinis,Įrengtas,Dujinis,2023,5.0
1235,Sodo Namas pardavimui,Kauno r. sav.,"Smiltynai II, Nuokalnės g. id:924202 2 kmb.",65000,82.47,2,2,Mūrinis,Įrengtas,Kietu kuru,1988,8.0
1236,Namas pardavimui,Vilkaviškio r. sav.,Užbaliai id:924168 5 kmb.,14000,112.0,5,2,Plytinis,,Kietu kuru,1976,26.0
1237,Namas pardavimui,Pasvalio r. sav.,"Pasvalys, Laisvės g. id:914606 5 kmb.",85000,119.0,5,2,Plytinis,,Dujinis,1974,6.0
1238,Namas pardavimui,Utenos r. sav.,"Vyžuonos, Taikos g. id:924167 5 kmb.",75000,163.43,5,2,Mūrinis,Įrengtas,"Centrinis, Kietu kuru",1983,33.0
1239,Namas pardavimui,Panevėžio r. sav.,Daniūnai id:924163 3 kmb.,55500,92.0,3,1,Plytinis,,Skystas kuras,1988,25.16
1240,Namas pardavimui,Klaipėdos r. sav.,"Gargždai, J. Basanavičiaus g. id:924161 7 kmb.",155000,268.0,7,2,Mūrinis,Įrengtas,"Centrinis, Kietu kuru",1991,10.0
1241,Namas pardavimui,Klaipėdos r. sav.,"Baukštininkai, Vasaros g. id:924160 4 kmb.",200000,130.0,4,1,Mūrinis,Įrengtas,Dujinis,2023,7.0
1242,Namas pardavimui,Druskininkų sav.,"Neravai, Vilniaus kel. id:906065",790000,634.0,4,3,,,,2004,16.0
1243,Namas pardavimui,Druskininkų sav.,"Druskininkai, M. K. Čiurlionio g. id:906064",790000,634.0,4,3,,,,2004,16.0
1244,Namas pardavimui,Ukmergės r. sav.,Toliūnai id:912853 3 kmb.,53500,42.0,3,1,Medinis,,,2023,6.0
1245,Namas pardavimui,Vilnius,"Galgiai, Nendrių g. id:924126 4 kmb.",199000,101.0,4,1,Mūrinis,Įrengtas,Oras-vanduo,2023,45.45
1246,Namas pardavimui,Klaipėdos r. sav.,"Baukštininkai, Vasaros g. id:924156 4 kmb.",180000,112.0,4,1,Mūrinis,Įrengtas,Dujinis,2023,8.0
1247,Sodyba pardavimui,Kretingos r. sav.,"Vydmantai, Birutės g. id:868317 6 kmb.",255000,259.0,6,2,Plytinis,Įrengtas,Dujinis,1997,26.0
1248,Sodyba pardavimui,Trakų r. sav.,Antakalnis id:698951,80000,52.0,4,1,Medinis,,Kietu kuru,1958,241.0
1249,Namas pardavimui,Šiauliai,"Gubernija, Tilžės g. id:924152 5 kmb.",169400,164.0,5,2,Plytinis,,Dujinis,2011,8.23
1250,Namas pardavimui,Vilniaus r. sav.,"Akmeniškės, Audros 1-oji g. id:924142 2 kmb.",79000,74.0,2,1,Plytinis,,Kietu kuru,1995,12.0
1251,Namas pardavimui,Vilnius,"Antakalnis, Vismaliukų Sodų 5-oji g. id:924136 4 kmb.",110000,404.0,4,2,Plytinis,,Dujinis,2018,11.03
1252,Namas pardavimui,Vilniaus r. sav.,"Bendoriai, Panoramos g. id:924134 4 kmb.",307000,146.0,4,1,Plytinis,,Geoterminis,2018,5.25
1253,Namas pardavimui,Vilnius,"Aukštasis Pavilnys, Pavilnio Sodų 11-oji g. id:924132 6 kmb.",114000,173.0,6,1,Plytinis,,Kietu kuru,2020,6.51
1254,Namas pardavimui,Elektrėnų sav.,"Vievis, Jaunystės g. id:924129 7 kmb.",64000,372.0,7,1,Plytinis,,Elektrinis,1995,30.0
1255,Sodo Namas pardavimui,Klaipėdos r. sav.,"Dercekliai, Pavasario g. id:924124 3 kmb.",27000,83.0,3,2,Mūrinis,Įrengtas,Kietu kuru,1988,10.0
1256,Sodyba pardavimui,Zarasų r. sav.,Davainiai id:922153 4 kmb.,189899,137.0,4,1,Mūrinis,Įrengtas,"Centrinis, Kietu kuru",1940,4500.0
1257,Namas pardavimui,Utenos r. sav.,"Utena, Dobilo g. id:924120 8 kmb.",145000,497.0,8,2,Plytinis,,Dujinis,1991,16.0
1258,Namas pardavimui,Marijampolės sav.,"Netičkampis, Statybininkų g. id:866578",179900,175.0,4,1,,,,2010,45.45
1259,Namas pardavimui,Šakių r. sav.,"Kudirkos Naumiestis, Tilto g. id:891156 3 kmb.",25000,54.0,3,1,,,,1959,45.45
1260,Sodo Namas pardavimui,Klaipėdos r. sav.,"Dercekliai, Dituvos g. id:924102 2 kmb.",29900,70.0,2,2,Mūrinis,Įrengtas,Kietu kuru,2000,6.0
1261,Namas pardavimui,Klaipėdos r. sav.,"Trušeliai, Viliūnų g. id:528633 4 kmb.",175000,107.0,4,1,Mūrinis,Įrengtas,Dujinis,2019,8.0
1262,Namas pardavimui,Vilkaviškio r. sav.,"Vilkaviškis, Pilviškių g. id:883182",38000,120.0,4,2,Medinis,,Kietu kuru,1986,7.5
1263,Sodyba pardavimui,Marijampolės sav.,Klevinkalnis id:924080 3 kmb.,27500,60.0,3,1,,,Kietu kuru,1950,37.0
1264,Namas pardavimui,Klaipėdos r. sav.,"Trušeliai, Liepų g. id:718427 4 kmb.",140000,80.0,4,1,Mūrinis,Įrengtas,Oras-vanduo,2021,5.0
1265,Namas pardavimui,Marijampolės sav.,"Marijampole, Centras, Klevų g. id:924067 5 kmb.",87500,115.0,5,1,,,,1961,45.45
1266,Sodyba pardavimui,Zarasų r. sav.,Veleikiai id:859484 3 kmb.,25000,93.0,3,1,Rąstinis,Įrengtas,Kietu kuru,1940,60.0
1267,Sodyba pardavimui,Akmenės r. sav.,Gailaičiai id:910930 3 kmb.,29000,86.0,3,1,Plytinis,Naujas,Kietu kuru,1974,27.52
1268,Namas pardavimui,Kaunas,"Žemieji Šančiai, Drobės g. id:924043 6 kmb.",99500,132.0,6,3,Plytinis,Naujas,Dujinis,2007,2.0
1269,Namas pardavimui,Kauno r. sav.,"Šakiai, Žuvų g. id:923672 4 kmb.",285000,173.0,4,1,Plytinis,Naujas,Dujinis,2017,6.51
1270,Namas pardavimui,Vilniaus r. sav.,"Zujūnai, Buivydiškių g. id:923662 5 kmb.",395000,449.0,5,3,Plytinis,,Dujinis,2000,15.0
1271,Namas pardavimui,Vilnius,"Pilaitė, Eitkūnų g. id:922713 5 kmb.",395000,449.0,5,3,Plytinis,,Dujinis,2000,15.0
1272,Namas pardavimui,Vilnius,"Balsiai, Senolių g. id:924038 5 kmb.",470000,280.0,5,2,Karkasinis,,Centrinis,2006,10.0
1273,Namas pardavimui,Trakų r. sav.,"Lentvaris, Tiškevičių g. id:924032 4 kmb.",299000,160.0,4,1,Plytinis,,,2023,50.62
1274,Namas pardavimui,Kauno r. sav.,"Laumėnai, Jūros tak. id:924028 3 kmb.",134900,93.0,3,1,,Naujas,,2023,6.19
1275,Sodyba pardavimui,Utenos r. sav.,"Pakalniai, Ežero g. id:924027 4 kmb.",49500,131.0,4,2,Plytinis,,Kietu kuru,1980,74.12
1276,Namas pardavimui,Kaunas,"Sargėnai, Obelynės g. id:897619 5 kmb.",156000,212.0,5,2,Plytinis,Naujas,Kietu kuru,1969,9.69
1277,Kotedžas pardavimui,Kaunas,"Romainiai, E. Volterio g. id:916359 4 kmb.",144000,101.0,4,2,Plytinis,Naujas,,2023,4.15
1278,Namas pardavimui,Kauno r. sav.,"Raudondvaris, Didvyrių g. id:908736 4 kmb.",137000,90.0,4,1,Plytinis,,,2023,5.64
1279,Namas pardavimui,Kauno r. sav.,"Raudondvaris, Didvyrių g. id:825492 4 kmb.",134900,79.0,4,1,Plytinis,Naujas,,2022,5.2
1280,Namas pardavimui,Kaunas,"Vilijampolė, Panerių g. id:783491 6 kmb.",299000,430.0,6,1,Plytinis,Naujas,Dujinis,1996,5.47
1281,Kotedžas pardavimui,Kaunas,"Dainava, Pasimatymo aklg. id:924025 4 kmb.",275000,185.0,4,2,Plytinis,Naujas,Dujinis,2022,4.5
1282,Kotedžas pardavimui,Kaunas,"Dainava, Pasimatymo aklg. id:924024 3 kmb.",150000,86.0,3,2,Plytinis,Reikia remonto,Dujinis,2022,1.85
1283,Kotedžas pardavimui,Kaunas,"Dainava, Pasimatymo aklg. id:924023 3 kmb.",199900,87.0,3,2,Plytinis,Naujas,Dujinis,2022,1.56
1284,Namas pardavimui,Vilnius,"Bajorai, Šaulio g. id:898801 4 kmb.",295000,161.0,4,2,Plytinis,,Dujinis,2022,5.0
1285,Namas pardavimui,Vilniaus r. sav.,Daržininkai id:923625 4 kmb.,199000,145.0,4,2,Plytinis,,,2023,7.5
1286,Namas pardavimui,Vilniaus r. sav.,"Paberžė, Tulpių g. id:808187 2 kmb.",46000,50.0,2,1,Medinis,,Kietu kuru,1953,34.79
1287,Namas pardavimui,Vilnius,"Antakalnis, Saulėtekio al. id:924003 5 kmb.",498000,319.0,5,2,Plytinis,,Dujinis,2000,11.97
1288,Namas pardavimui,Vilnius,"Antakalnis, Lentupio g. id:924001 4 kmb.",695000,133.0,4,2,Plytinis,,,2022,5.32
1289,Namas pardavimui,Vilnius,"Aukštasis Pavilnys, Strielčiukų g. id:923998 5 kmb.",365000,170.0,5,2,Plytinis,,,2010,10.0
1290,Namas pardavimui,Vilniaus r. sav.,"Bukiškis, Giminaičių g. id:923992 4 kmb.",340000,166.0,4,2,Plytinis,,Dujinis,2017,7.0
1291,Kotedžas pardavimui,Kauno r. sav.,"Domeikava, Gudobelių g. id:916514 4 kmb.",120000,79.0,4,2,Plytinis,,Elektrinis,2023,2.29
1292,Namas pardavimui,Kaunas,"Vilijampolė, Pikulo g. id:923986 6 kmb.",262000,199.0,6,2,Plytinis,,Dujinis,2006,6.0
1293,Namas pardavimui,Kaunas,"Aleksotas, Kalvarijos g. id:908081 3 kmb.",139900,90.0,3,1,Plytinis,,Dujinis,1967,16.07
1294,Namas pardavimui,Kaunas,"Aleksotas, Generolo Vėtros g. id:909590 5 kmb.",200000,181.0,5,2,Plytinis,,Kietu kuru,2008,6.0
1295,Namas pardavimui,Kauno r. sav.,"Dasiūnai, Linelių g. id:923980 3 kmb.",37000,50.0,3,1,,,Kietu kuru,1945,27.0
1296,Namas pardavimui,Kauno r. sav.,"Tauralaukis, Kalnelio g. id:923576 2 kmb.",25000,34.0,2,1,Plytinis,,Kietu kuru,1985,6.0
1297,Kotedžas pardavimui,Vilniaus r. sav.,"Saldenė, Saldenės g. id:916573 4 kmb.",280000,219.0,4,2,Plytinis,,Dujinis,2016,7.03
1298,Kotedžas pardavimui,Vilnius,"Tarandė, Raisteniškių g. id:916572 4 kmb.",280000,217.0,4,2,Plytinis,,Dujinis,2016,7.03
1299,Namas pardavimui,Širvintų r. sav.,Verbiliškiai id:923953 3 kmb.,9900,72.0,3,1,,,Kietu kuru,1940,8.0
1300,Namas pardavimui,Alytaus r. sav.,"Likiškėliai, Jūratės g. id:923941",147000,118.0,4,1,,,,2022,14.24
1301,Namas pardavimui,Kauno r. sav.,"Kačerginė, J. Janonio g. id:895197 4 kmb.",311000,145.0,4,2,Plytinis,Naujas,,2023,4.2
1302,Sodyba pardavimui,Trakų r. sav.,Rūdiškės id:911761 2 kmb.,145000,90.0,2,2,Rąstinis,Įrengtas,"Elektrinis, Kietu kuru",2019,90.0
1303,Namas pardavimui,Panevėžio r. sav.,"Kaubariškis, Draugystės al. id:861441 2 kmb.",55000,51.0,2,1,,,,1986,45.45
1304,Namas pardavimui,Klaipėdos r. sav.,"Dercekliai, Pavasario g. id:923891 4 kmb.",95999,84.0,4,1,Karkasinis,Dalinė apdaila,Kietu kuru,2017,6.0
1305,Namas pardavimui,Kretingos r. sav.,"Kretinga, Trakų g. id:923800 5 kmb.",77000,175.0,5,1,,,Statybų metai: 1960,1995,7.67
1306,Namas pardavimui,Kėdainių r. sav.,"Lančiūnava, Vėjo g. id:923885 2 kmb.",27000,52.0,2,1,,,Kietu kuru,1964,53.0
1307,Namas pardavimui,Panevėžys,"Centras, J. Tilvyčio g. id:923880 4 kmb.",68000,93.0,4,1,,,Dujinis,1922,3.62
1308,Namas pardavimui,Kėdainių r. sav.,"Pajieslys, Žemdirbių g. id:918478 5 kmb.",39000,227.0,5,2,Mūrinis,Įrengtas,Kietu kuru,1972,23.0
1309,Namas pardavimui,Kėdainių r. sav.,"Kėdainiai, Teklės Bružaitės g. id:915955 3 kmb.",160000,107.1,3,1,Mūrinis,Dalinė apdaila,Oras-vanduo,2024,45.45
1310,Namas pardavimui,Kėdainių r. sav.,"Juodkaimiai, Lauko g. id:923866 5 kmb.",56000,140.48,5,2,Mūrinis,Įrengtas,Kietu kuru,1975,45.45
1311,Kotedžas pardavimui,Panevėžys,"Pilėnai, Pilėnų g. id:873114 5 kmb.",139000,302.0,5,2,Plytinis,,"Centrinis, Dujinis",1995,6.55
1312,Sodyba pardavimui,Rokiškio r. sav.,Kirdonys id:923857 4 kmb.,29500,75.0,4,1,,,Kietu kuru,1950,45.45
1313,Namas pardavimui,Klaipėdos r. sav.,"Baukštininkai, Sodybų g. id:862458 4 kmb.",150000,80.0,4,1,Plytinis,Naujas,,2023,6.0
1314,Namas pardavimui,Panevėžys,"Centras, K. Donelaičio g. id:923855 4 kmb.",230000,130.0,4,2,Karkasinis,Naujas,Dujinis,2005,6.05
1315,Namas pardavimui,Vilniaus r. sav.,Sadūniškės id:872820 2 kmb.,49500,41.0,2,1,,,Kietu kuru,1940,66.0
1316,Namas pardavimui,Vilniaus r. sav.,"Valčiūnai, Smėlio g. id:893520 4 kmb.",139900,79.0,4,1,Plytinis,,,2023,10.0
1317,Namas pardavimui,Šiaulių r. sav.,"Bubiai, Bokšto g. id:923792 4 kmb.",165000,142.0,4,1,Plytinis,Naujas,Elektrinis,2024,8.56
1318,Sodyba pardavimui,Klaipėdos r. sav.,"Gobergiškė, Liepų g. id:923791 5 kmb.",195000,147.0,5,2,Plytinis,Naujas,,2010,8.3
1319,Kotedžas pardavimui,Palanga,Karklų g. id:920639 5 kmb.,295000,138.0,5,1,,,,2007,45.45
1320,Namas pardavimui,Vilnius,"Salininkai, Kelmijos Sodų 32-oji g. id:912851 6 kmb.",125000,254.0,6,3,,,,1997,4.59
1321,Namas pardavimui,Šiauliai,"Rėkyva, Žibutės Sodų 1-oji g. id:923773 1 kmb.",28900,36.0,1,1,Plytinis,,Kietu kuru,2023,45.45
1322,Namas pardavimui,Šiauliai,"Centras, Rėkyvos g. id:923767 5 kmb.",349000,237.0,5,2,Plytinis,,Geoterminis,2013,10.18
1323,Kotedžas pardavimui,Vilnius,"Kairėnai, Ajerų g. id:923764 4 kmb.",229000,107.0,4,1,Plytinis,,,2024,12.42
1324,Namas pardavimui,Jurbarko r. sav.,"Jurbarkas, Putino g. id:923759 4 kmb.",65000,238.0,4,1,Mūrinis,Dalinė apdaila,Kietu kuru,2015,13.0
1325,Namas pardavimui,Vilnius,"Salininkai, Sakalaičių Sodų 7-oji g. id:923737 5 kmb.",260000,112.0,5,1,Plytinis,Naujas,Dujinis,2013,11.0
