No,Price,House area,Rooms No.,Floors,Year of construction,Land area (a),Object type,Municipality
2295,99900,54.0,3,1,2023,6.0,3,19
2296,99800,144.0,4,2,2022,5.05,1,50
2297,99500,150.0,3,2,1990,78.0,1,27
2298,99500,102.0,4,2,2018,9.0,1,20
2299,99500,132.0,6,3,2007,2.0,1,14
2300,99500,78.0,3,2,2022,10.0,1,50
2301,99000,168.0,4,1,2018,12.0,1,19
2302,99000,82.0,3,1,2023,6.73,1,50
2303,99000,77.0,4,1,1935,75.0,4,27
2304,99000,118.0,5,2,2018,0.17,1,23
2305,99000,203.0,6,2,1972,13.5,1,50
2306,99000,73.0,3,1,2023,6.0,1,50
2307,99000,287.0,5,2,1983,11.92,1,43
2308,99000,124.0,4,1,2019,30.0,1,55
2309,99000,79.37,3,2,1945,72.0,1,15
2310,99000,80.0,4,1,2023,12.0,1,54
2311,99000,147.0,3,2,1951,4.59,2,15
2312,98000,164.0,5,2,1981,13.34,1,12
2313,98000,116.16,2,2,1981,6.0,3,9
2314,98000,283.0,6,2,1992,10.03,1,46
2315,98000,111.0,4,2,1990,18.61,1,50
2316,98000,85.0,3,2,1981,6.0,1,51
2317,98000,80.0,4,2,2023,6.0,1,31
2318,98000,119.0,5,2,1975,17.0,4,24
2319,98000,198.0,4,1,2023,20.0,1,50
2320,98000,64.0,2,1,1964,906.0,4,12
2321,97000,285.0,4,1,1987,26.0,1,3
2322,97000,117.0,6,2,1935,7.9,1,15
2323,97000,54.0,3,1,1920,0.01,1,14
2324,97000,213.0,7,1,1950,98.0,4,37
2325,97000,200.0,4,2,1982,6.0,1,23
2326,96000,110.0,4,1,2000,10.0,1,19
2327,96000,119.0,4,1,1940,1516.0,4,47
2328,95999,84.0,4,1,2017,6.0,1,19
2329,95400,82.0,4,1,1988,10.4,1,50
2330,95000,129.0,3,1,2019,8.0,1,55
2331,95000,64.0,2,1,1950,100.0,1,50
2332,95000,113.0,4,2,1991,6.78,1,50
2333,95000,94.0,4,1,2018,5.0,1,19
2334,95000,67.7,2,1,1929,11.0,4,27
2335,95000,60.0,2,1,1983,45.45,1,51
2336,95000,90.0,4,1,2022,6.03,1,51
2337,95000,64.0,2,1,1950,100.0,1,50
2338,95000,73.0,3,1,2022,45.45,1,20
2339,95000,144.0,4,1,1989,225.0,4,15
2340,95000,80.0,4,1,2023,13.01,1,59
2341,95000,86.0,3,1,1940,6.72,4,50
2342,94900,188.43,5,2,1983,25.0,1,12
2343,94000,103.0,6,1,1962,4.07,1,14
2344,94000,168.0,6,2,1995,45.45,1,33
2345,94000,118.0,3,1,1938,4.97,1,14
2346,93000,199.0,5,2,1995,45.45,1,32
2347,93000,179.0,3,2,2021,9.4,1,45
2348,93000,92.0,4,1,1959,73.02,4,12
2349,93000,92.0,4,2,2010,6.0,0,56
2350,93000,288.21,6,2,1984,6.0,1,47
2351,93000,97.0,3,1,1968,12.2,1,50
2352,93000,74.0,3,2,1969,9.51,1,54
2353,93000,186.0,5,2,1996,14.96,1,53
2354,92000,134.0,3,2,2011,12.41,1,54
2355,92000,144.0,3,1,1933,19.59,1,14
2356,92000,114.0,4,2,1974,15.0,4,32
2357,92000,195.0,4,2,1900,60.0,1,19
2358,92000,137.0,4,2,1983,40.0,1,41
2359,91999,131.0,4,1,2023,45.45,1,32
2360,91500,125.0,5,1,1970,12.4,4,0
2361,91000,97.0,1,1,1998,45.45,1,51
2362,90000,159.0,5,2,1977,19.0,1,19
2363,90000,97.0,4,1,1950,76.72,1,37
2364,90000,290.0,5,2,1993,12.94,2,32
2365,90000,255.0,7,1,1958,13.3,4,40
2366,90000,72.0,2,2,2023,2.0,4,7
2367,90000,390.0,8,3,2006,13.0,1,50
2368,90000,129.0,7,2,1948,12.0,1,55
2369,90000,74.0,4,1,2023,6.0,1,20
2370,90000,116.0,4,1,2019,83.0,1,19
2371,90000,120.0,7,1,1995,18.5,4,19
2372,90000,233.0,11,1,1930,22.47,1,46
2373,90000,105.0,4,2,1995,5.96,1,19
2374,90000,71.0,3,2,1985,6.12,4,51
2375,90000,65.0,3,1,1952,14.0,2,20
2376,90000,181.0,6,2,1984,17.0,1,39
2377,90000,120.0,3,2,2023,5.0,1,28
2378,90000,240.0,4,2,2008,14.0,1,19
2379,90000,100.0,3,2,1967,77.73,4,27
2380,90000,137.0,4,2,1963,17.77,4,19
2381,90000,129.0,3,1,1981,13.05,1,50
2382,90000,81.0,3,1,1959,30.0,1,56
2383,90000,188.0,5,2,1988,28.85,1,3
2384,90000,110.0,4,1,1987,60.0,4,20
2385,90000,161.0,6,2,1950,6.27,1,20
2386,89900,120.0,5,1,1966,23.09,1,15
2387,89900,100.0,4,1,1940,15.0,1,50
2388,89900,205.0,5,2,1997,4.5,1,14
2389,89000,101.25,4,2,2005,6.0,3,20
2390,89000,109.0,3,2,2023,45.45,1,3
2391,89000,170.0,6,2,1986,10.0,1,12
2392,89000,151.0,4,2,1978,23.3,1,23
2393,89000,165.0,4,1,1920,15.0,1,37
2394,89000,37.0,2,1,2016,773.0,4,1
2395,89000,80.0,4,1,2023,5.6,1,50
2396,89000,48.0,2,1,1940,11.69,1,14
2397,89000,80.0,3,2,2023,3.0,0,14
2398,89000,89.0,4,2,1940,19.0,4,47
2399,89000,56.0,3,2,2005,7.21,4,50
2400,89000,122.0,4,2,1962,7.5,1,55
2401,89000,133.0,4,2,1975,13.0,1,32
2402,89000,127.0,4,2,1904,45.45,1,46
2403,89000,88.0,2,1,1945,50.0,4,8
2404,89000,126.0,6,2,1975,7.0,1,46
2405,89000,140.0,4,2,1988,25.0,4,20
2406,88500,66.0,3,2,1995,0.06,1,32
2407,88500,106.0,4,2,1987,6.17,1,51
2408,88000,120.0,4,2,1995,36.0,1,19
2409,88000,191.0,5,2,1964,6.7,1,55
2410,88000,152.0,4,1,2024,11.0,1,56
2411,88000,82.0,3,2,1938,3.92,1,33
2412,88000,69.0,4,1,2024,9.74,1,45
2413,88000,79.0,4,2,1950,178.0,4,61
2414,87800,177.0,4,2,2012,1.82,1,51
2415,87500,94.0,3,1,2024,7.33,1,15
2416,87500,115.0,5,1,1961,45.45,1,25
2417,87500,176.0,4,2,2009,1.4,4,19
2418,87000,156.0,4,2,1998,47.0,4,37
2419,87000,107.0,4,2,1984,12.0,0,19
2420,87000,102.0,3,2,2022,12.3,1,46
2421,87000,107.0,4,2,1984,12.0,0,19
2422,87000,160.0,5,2,2014,5.0,1,19
2423,86900,120.0,5,2,1974,3.17,2,55
2424,86500,617.0,4,2,1800,45.45,4,12
2425,86000,120.0,4,1,1978,20.0,1,30
2426,85900,88.0,3,1,1939,7.39,1,55
2427,85500,78.0,3,1,2023,20.0,1,50
2428,85000,46.0,2,1,1940,4.88,1,51
2429,85000,49.0,3,1,2024,4.5,1,45
2430,85000,235.0,5,2,1995,0.12,1,32
2431,85000,425.0,8,2,1995,0.045,1,33
2432,85000,106.0,4,2,2013,5.9,1,51
2433,85000,254.0,7,2,1986,15.0,1,32
2434,85000,70.29,2,1,1985,4.0,1,47
2435,85000,252.0,4,2,2006,20.0,1,34
2436,85000,156.0,4,2,1993,9.25,1,15
2437,85000,116.0,4,1,2020,8.0,1,19
2438,85000,78.0,4,1,1956,3.96,1,14
2439,85000,75.0,2,1,1978,58.31,4,12
2440,85000,69.0,4,1,1965,40.0,4,45
2441,85000,65.0,3,2,2018,11.61,1,19
2442,85000,180.0,7,2,2020,10.0,1,20
2443,85000,119.0,5,2,1974,6.0,1,34
2444,85000,40.0,1,1,2017,260.0,4,27
2445,85000,93.0,3,2,2002,6.0,1,9
2446,85000,141.0,5,2,1967,5.65,1,20
2447,85000,221.0,7,2,1993,11.51,1,14
2448,85000,80.0,3,2,2022,6.0,1,55
2449,85000,142.0,4,1,1985,10.6,1,12
2450,85000,65.0,3,1,1938,5.0,1,33
2451,84999,87.0,3,1,1976,3.08,1,15
2452,84900,78.0,3,1,1968,52.79,4,25
2453,84900,140.0,4,2,2023,6.0,1,20
2454,84900,136.0,5,2,1985,34.17,1,56
2455,84900,240.0,4,2,1995,45.45,1,33
2456,84900,54.0,5,2,1994,6.0,1,51
2457,84600,186.28,5,2,1974,45.45,1,47
2458,84500,164.0,5,2,1990,8.8,1,11
2459,84000,70.0,3,2,1966,15.45,1,19
2460,84000,43.0,2,2,1995,2.0,1,18
2461,84000,79.0,4,2,2022,6.0,1,51
2462,84000,80.0,3,1,2019,16.0,1,19
2463,84000,315.0,7,2,1985,8.48,1,17
2464,84000,197.0,6,2,1938,4.53,1,1
2465,83900,59.0,1,2,1993,0.52,1,14
2466,83500,62.0,3,1,1995,3.0,1,18
2467,83500,147.0,4,1,1972,8.16,1,55
2468,83000,45.0,2,1,2010,12.0,3,19
2469,83000,48.0,2,1,1970,2.0,2,18
2470,82900,159.0,8,1,1956,9.05,1,33
2471,82000,319.0,12,2,1992,35.51,4,45
2472,82000,110.0,4,1,2015,9.0,1,19
2473,82000,78.0,4,1,1965,15.95,1,14
2474,82000,120.0,5,2,1977,30.49,1,20
2475,82000,52.0,3,2,1992,6.43,1,31
2476,82000,131.0,5,2,1995,0.19,1,32
2477,82000,165.0,5,2,1995,0.01,4,34
2478,82000,39.02,2,2,1958,2.0,2,18
2479,81000,91.0,4,1,2021,6.0,1,19
2480,80000,80.0,4,1,2023,12.0,1,23
2481,80000,135.0,3,1,2009,6.2,1,43
2482,80000,52.0,4,1,1958,241.0,4,45
2483,80000,130.0,5,2,2019,4.0,1,18
2484,80000,75.0,3,2,1942,45.45,4,51
2485,80000,87.0,3,2,2002,6.0,1,50
2486,80000,80.0,2,2,2022,6.0,3,19
2487,80000,221.0,4,1,1982,11.09,1,38
2488,80000,138.0,4,1,1970,15.0,1,61
2489,80000,126.0,5,2,1996,5.08,1,14
2490,80000,50.0,3,1,2022,7.5,1,19
2491,80000,261.0,6,2,1990,25.0,1,53
2492,80000,216.0,4,2,2014,45.45,1,44
2493,80000,85.0,4,1,1952,25.0,1,19
2494,79999,212.0,7,2,1974,26.7,1,15
2495,79999,166.0,6,2,2012,20.91,1,14
2496,79900,202.0,5,2,1984,6.78,1,16
2497,79800,150.0,3,2,2007,100.0,4,47
2498,79800,77.0,4,1,2008,3.0,1,6
2499,79500,42.0,1,1,1990,8.09,3,51
2500,79500,121.0,4,1,1987,6.16,1,51
2501,79000,86.0,4,1,1968,34.7,4,7
2502,79000,120.0,3,2,1995,0.28,1,32
2503,79000,74.0,2,1,1995,12.0,1,50
2504,79000,110.0,5,2,1977,8.0,1,46
2505,79000,60.0,3,1,1953,11.51,1,46
2506,79000,135.0,4,2,2018,6.1,1,50
2507,79000,108.0,4,1,1914,236.0,4,8
2508,79000,90.0,4,1,1968,5.05,1,33
2509,79000,279.0,5,1,1992,10.19,1,43
2510,79000,229.0,7,2,1989,9.9,1,55
2511,79000,81.0,3,1,1942,22.0,1,12
2512,79000,203.0,9,1,1904,16.48,1,35
2513,79000,245.0,5,2,1986,25.0,1,1
2514,78999,100.0,4,1,1938,7.0,1,14
2515,78000,132.0,4,2,1977,4.0,2,20
2516,78000,90.0,3,2,1999,12.0,3,19
2517,78000,81.0,3,1,1947,62.5,4,6
2518,78000,136.0,5,1,1960,7.0,1,20
2519,77800,420.0,7,3,1990,11.0,1,20
2520,77700,172.0,4,1,2016,9.73,1,32
2521,77500,96.0,3,2,1983,12.24,4,14
2522,77000,85.79,3,1,1960,151.0,4,61
2523,77000,82.0,3,1,1984,67.0,4,7
2524,77000,93.0,4,2,1988,5.8,1,51
2525,77000,80.0,4,1,2022,750.0,4,22
2526,77000,175.0,5,1,1995,7.67,1,20
2527,77000,89.0,3,1,1890,951.0,4,53
2528,76900,87.0,4,2,1932,29.6,4,55
2529,76500,79.0,3,1,2023,5.0,1,55
2530,76500,150.0,4,1,1995,45.45,4,53
2531,76000,145.0,5,3,2011,11.0,1,8
2532,76000,36.0,2,1,2011,4.0,2,18
2533,76000,88.0,5,1,1920,20.0,4,19
2534,76000,36.0,2,1,1995,4.0,1,18
2535,76000,89.0,5,1,1920,20.0,4,19
2536,75900,224.0,4,2,1984,10.48,1,45
2537,75900,65.0,3,1,1948,29.0,1,9
2538,75500,126.0,4,2,1994,9.31,3,19
2539,75000,110.0,5,2,2006,15.0,1,11
2540,75000,54.0,3,2,1974,1.49,1,33
2541,75000,66.0,3,2,2022,6.0,3,19
2542,75000,133.0,4,1,2023,37.0,1,54
2543,75000,112.0,6,1,1968,12.0,4,20
2544,75000,93.0,4,2,1991,12.0,1,45
2545,75000,110.0,4,1,2015,9.0,1,19
2546,75000,51.0,2,1,1928,41.37,1,37
2547,75000,71.0,2,1,1947,20.0,1,16
2548,75000,226.0,6,1,2024,50.0,4,19
2549,75000,122.0,4,2,1990,9.57,1,51
2550,75000,69.0,3,1,1939,9.68,1,14
2551,75000,157.0,7,2,1980,5.7,1,56
2552,75000,80.0,3,2,1994,10.7,4,50
2553,75000,280.0,4,1,1995,45.45,1,15
2554,75000,80.0,4,2,1985,6.04,1,51
2555,75000,61.0,2,1,1987,12.06,1,14
2556,75000,163.43,5,2,1983,33.0,1,47
2557,75000,984.0,4,1,1995,365.0,4,58
2558,75000,48.0,1,1,2022,10.5,1,50
2559,75000,140.0,4,2,1987,15.0,1,15
2560,75000,100.0,4,2,1980,9.0,1,20
2561,74900,169.0,4,2,1991,16.0,1,17
2562,74500,36.0,2,1,2011,4.0,2,18
2563,74500,105.0,4,2,1955,19.71,1,16
2564,74300,238.0,6,2,1993,8.0,1,55
2565,74000,78.0,3,1,1940,12.0,4,47
2566,74000,150.0,3,2,1989,6.0,3,19
2567,73900,79.0,3,2,1988,8.25,1,15
2568,73000,80.0,2,2,2011,6.0,3,19
2569,73000,154.0,4,2,1984,12.0,4,45
2570,73000,104.0,3,1,1927,136.0,1,15
2571,73000,183.0,5,2,2006,17.3,1,23
2572,73000,79.0,4,1,1990,151.0,4,24
2573,73000,74.0,3,1,1956,236.0,4,7
2574,73000,100.0,4,2,1982,6.7,4,50
2575,72500,44.0,2,1,1992,19.0,1,55
2576,72500,100.0,4,1,1962,17.86,1,37
2577,72000,83.0,3,1,1940,65.0,4,27
2578,72000,77.0,3,1,1988,593.0,4,41
2579,72000,80.0,4,1,1995,6.0,0,19
2580,72000,133.0,3,1,1995,27.8,1,27
2581,72000,76.0,3,2,1987,16.0,1,50
2582,72000,353.0,4,1,1970,32.0,4,8
2583,71900,117.0,6,2,1956,6.5,1,3
2584,71500,81.0,4,1,1947,6.22,1,33
2585,71000,135.0,4,2,1995,2.0,1,20
2586,71000,88.0,2,2,1995,11.61,1,15
2587,70000,195.0,4,2,1980,6.0,1,43
2588,70000,44.0,2,1,1933,526.0,4,7
2589,70000,73.0,3,2,1992,6.6,1,45
2590,70000,160.0,4,1,1986,55.46,4,56
2591,70000,181.0,4,1,1969,6.0,1,17
2592,70000,98.0,4,2,1995,0.025,1,33
2593,70000,80.0,4,2,2010,6.8,1,19
2594,70000,101.0,3,1,1976,15.0,4,12
2595,70000,55.0,4,2,2007,15.28,4,7
2596,70000,50.0,2,1,1960,18.0,4,50
2597,70000,94.0,4,2,2003,219.0,4,19
2598,70000,800.0,4,1,1995,45.45,1,49
2599,70000,194.0,6,2,1972,5.27,1,25
2600,70000,66.0,3,2,2000,6.0,3,20
2601,70000,196.0,5,2,1993,15.35,1,61
2602,70000,60.0,3,2,1990,8.0,3,19
2603,70000,80.0,3,1,2022,6.0,3,19
2604,70000,93.0,4,2,1982,7.0,1,51
2605,70000,70.0,4,1,2010,50.51,4,16
2606,70000,69.0,4,2,1987,5.95,1,56
2607,70000,80.0,4,1,2022,5.0,3,19
2608,69999,30.0,2,1,1975,6.0,1,51
2609,69999,267.0,10,2,1995,62.0,4,19
2610,69900,148.0,5,1,1958,6.0,1,20
2611,69900,92.0,3,2,1985,3.65,1,33
2612,69900,89.0,5,2,1931,70.0,4,19
2613,69900,190.0,6,2,2016,13.23,1,56
2614,69900,70.0,1,1,2010,45.45,4,16
2615,69900,89.0,4,2,1946,6.25,1,34
2616,69500,117.0,4,1,1935,824.0,4,27
2617,69500,68.0,3,2,1989,4.18,1,3
2618,69500,126.87,5,2,1923,56.0,4,20
2619,69500,60.0,3,1,2023,6.0,1,50
2620,69000,120.0,4,2,2020,32.15,1,9
2621,69000,100.0,2,1,1986,7.5,1,15
2622,69000,300.0,7,2,2003,24.5,4,59
2623,69000,100.0,4,1,1914,87.48,4,45
2624,69000,73.1,3,1,2020,29.0,1,47
2625,69000,209.0,8,3,1978,5.2,1,15
2626,69000,46.0,4,1,1957,45.45,4,35
2627,69000,50.0,2,1,2023,0.03,0,15
2628,69000,130.0,3,1,1979,47.0,1,11
2629,69000,79.0,2,2,2015,6.1,1,51
2630,69000,59.0,2,1,1991,6.0,1,50
2631,69000,100.0,4,1,2015,20.0,1,60
2632,69000,140.0,4,2,1940,400.0,1,47
2633,69000,121.1,5,2,1980,470.0,1,27
2634,69000,96.0,4,1,1960,6.0,1,33
2635,69000,122.0,5,2,1995,45.45,1,3
2636,69000,53.0,2,2,1995,0.03,1,33
2637,69000,111.0,5,2,1964,62.0,1,22
2638,69000,56.0,3,1,1939,581.0,4,9
2639,69000,71.0,4,1,1970,6.63,1,61
2640,69000,122.0,5,2,1982,45.45,1,19
2641,69000,40.0,4,1,1995,45.45,4,49
2642,69000,38.0,2,1,1985,5.2,1,14
2643,69000,76.0,3,1,1976,6.15,1,51
2644,68999,104.0,3,2,1995,12.0,1,19
2645,68880,173.0,3,1,1925,336.0,4,25
2646,68500,252.0,4,2,1986,30.0,1,56
2647,68500,140.0,5,2,1968,45.45,1,44
2648,68500,66.8,2,2,1995,6.0,3,19
2649,68000,79.0,2,1,1946,505.0,4,4
2650,68000,93.0,4,1,1922,3.62,1,33
2651,68000,109.0,5,2,1969,7.36,1,55
2652,68000,57.0,3,1,2023,6.0,1,15
2653,68000,92.4,4,1,1937,14.0,1,46
2654,67900,63.0,2,1,2011,32.32,1,56
2655,67800,67.0,3,1,1973,16.16,4,15
2656,67500,226.0,7,1,1995,15.0,1,50
2657,67000,181.0,5,2,1978,6.9,1,52
2658,67000,80.0,3,1,1975,3.57,1,46
2659,67000,60.0,2,1,1931,45.45,1,7
2660,67000,70.0,3,1,1975,8.55,1,33
2661,67000,161.0,5,2,1984,30.0,1,10
2662,67000,105.0,3,2,2024,6.0,1,19
2663,66900,49.0,3,1,2023,45.45,1,45
2664,66900,84.0,4,2,1963,9.0,1,56
2665,66500,75.0,3,1,1961,6.65,1,33
2666,66500,118.0,5,2,1961,9.38,1,3
2667,66000,45.0,4,1,1995,45.45,1,23
2668,66000,118.0,3,2,1961,93.0,1,3
2669,66000,96.0,4,1,1950,151.0,4,11
2670,65900,55.0,2,2,1966,5.52,2,55
2671,65900,83.0,3,1,1954,24.57,1,61
2672,65500,73.0,3,1,1970,39.34,4,32
2673,65000,65.0,2,1,2020,6.0,1,32
2674,65000,102.0,5,2,1948,45.45,1,55
2675,65000,68.0,2,1,1961,45.45,4,61
2676,65000,148.0,4,2,1959,11.0,1,43
2677,65000,192.0,4,2,2022,7.8,1,18
2678,65000,21.0,1,1,2008,6.0,1,50
2679,65000,238.0,4,1,2015,13.0,1,11
2680,65000,94.0,4,2,1970,9.69,1,38
2681,65000,92.0,3,1,1981,8.47,1,20
2682,65000,72.0,3,1,1960,48.0,1,11
2683,65000,108.0,4,1,1890,150.0,1,11
2684,65000,80.0,4,1,2022,6.0,1,19
2685,65000,145.0,4,2,1973,12.0,1,24
2686,65000,29.0,3,1,2002,9.0,1,50
2687,65000,119.0,5,1,1974,6.66,1,14
2688,65000,79.9,3,1,2023,13.0,1,20
2689,65000,151.0,6,1,1940,45.45,1,61
2690,65000,82.47,2,2,1988,8.0,3,15
2691,65000,118.0,5,2,1976,18.0,4,47
2692,65000,53.0,2,2,2001,18.0,4,32
2693,65000,65.0,2,1,1951,5.77,1,56
2694,65000,146.0,3,2,1940,256.0,4,47
2695,65000,85.0,2,1,1953,604.0,4,32
2696,65000,143.0,5,1,1987,43.0,1,38
2697,65000,83.0,4,2,1994,5.82,4,50
2698,65000,40.0,2,1,1968,4.4,1,51
2699,65000,47.0,4,1,1999,6.15,1,19
2700,65000,100.0,4,1,1888,375.0,4,42
2701,65000,98.0,5,1,1991,19.28,4,26
2702,65000,69.0,3,1,2012,7.93,1,9
2703,65000,546.0,20,1,1982,45.45,4,49
2704,65000,86.0,3,2,1982,6.0,4,50
2705,64500,99.0,3,1,1952,6.42,1,55
2706,64000,47.0,3,1,2007,6.0,1,50
2707,64000,110.0,4,1,2022,600.0,1,51
2708,64000,372.0,7,1,1995,30.0,1,7
2709,64000,146.0,3,1,1953,13.51,1,7
2710,63900,143.0,4,2,1982,41.0,1,38
2711,63500,88.0,3,1,1948,7.0,1,55
2712,63000,71.0,3,2,1995,45.45,1,33
2713,62500,63.0,3,2,1988,12.22,1,50
2714,62000,74.0,4,2,2010,4.0,3,19
2715,62000,60.0,3,1,1958,14.54,4,50
2716,62000,159.0,4,1,2009,6.59,1,45
2717,62000,193.0,3,1,2020,75.0,1,38
2718,62000,110.0,3,2,1985,7.0,3,20
2719,61999,123.0,3,1,1983,10.0,1,51
2720,61900,133.0,4,2,2023,5.0,0,56
2721,61500,83.0,2,2,1983,6.0,3,19
2722,60000,70.0,2,2,1991,6.0,1,19
2723,60000,79.0,3,2,1976,38.0,1,17
2724,60000,79.0,4,2,1956,13.19,4,25
2725,60000,98.0,4,1,1967,4.38,1,19
2726,60000,83.93,3,2,2012,12.0,3,19
2727,60000,184.0,3,1,1973,16.35,4,49
2728,60000,175.0,5,1,2008,6.0,1,20
2729,60000,225.0,4,1,1953,21.0,1,54
2730,60000,237.0,4,2,1992,20.75,1,45
2731,60000,38.0,3,1,1974,6.3,1,50
2732,60000,290.0,6,1,2021,31.0,1,19
2733,60000,84.0,3,2,1993,12.0,3,19
2734,60000,66.68,3,1,1962,320.0,4,46
2735,60000,80.0,3,2,2012,8.0,3,1
2736,60000,48.0,1,1,2019,45.45,1,45
2737,60000,76.0,2,1,1950,10.0,1,56
2738,60000,105.0,5,2,1983,15.0,1,49
2739,59900,45.0,2,1,1940,2.0,1,51
2740,59900,103.28,4,1,1969,6.0,1,12
2741,59500,56.0,3,1,1920,2.8,4,16
2742,59500,100.0,3,1,1986,15.9,4,38
2743,59500,52.0,2,1,2021,45.0,4,35
2744,59500,202.0,4,1,1940,21.7,4,50
2745,59000,130.0,5,1,1914,7.03,1,27
2746,59000,46.0,3,2,2015,55.0,4,59
2747,59000,89.0,4,1,1961,16.59,1,12
2748,59000,363.0,4,2,1986,32.0,1,23
2749,59000,88.0,4,2,2012,6.0,1,19
2750,59000,60.0,2,1,1980,2.87,1,33
2751,59000,52.0,2,1,1930,86.0,4,45
2752,59000,94.0,2,2,1988,6.0,1,45
2753,59000,90.0,3,2,1952,6.0,1,61
2754,59000,194.0,8,2,1979,44.0,4,11
2755,59000,60.0,3,1,1948,5.64,1,33
2756,59000,120.0,5,2,2016,45.45,1,45
2757,59000,75.0,5,2,1940,5.48,1,3
2758,58700,84.0,3,2,2001,6.3,1,50
2759,58500,150.0,4,2,1973,30.0,1,17
2760,58500,211.0,4,1,1983,25.0,1,17
2761,58000,45.0,2,2,1980,4.8,1,14
2762,58000,171.78,4,1,1984,10.0,1,1
2763,58000,53.0,3,1,1940,40.0,4,9
2764,58000,100.55,5,2,1938,19.0,1,46
2765,58000,71.0,2,1,2021,5.0,1,6
2766,58000,40.0,2,2,1995,45.45,1,33
2767,58000,91.0,2,2,2006,7.0,1,25
2768,58000,250.0,7,2,1989,18.0,4,11
2769,58000,336.0,12,2,1939,17.0,1,46
2770,58000,72.0,4,2,1995,45.45,1,33
2771,58000,25.0,1,1,1995,6.0,1,51
2772,57500,73.0,1,1,1974,7.0,4,6
2773,57500,206.0,4,1,2021,45.45,4,49
2774,57500,84.0,3,1,1953,570.0,4,47
2775,57000,56.0,3,2,1928,1.41,1,14
2776,57000,62.0,4,1,1920,56.0,4,12
2777,57000,78.0,2,2,2007,6.0,3,19
2778,57000,95.0,4,1,1956,1258.0,4,41
2779,57000,121.0,3,1,1960,21.86,4,37
2780,57000,77.0,2,1,1949,780.0,4,3
2781,57000,70.0,2,2,2007,5.9,1,56
2782,57000,43.0,2,2,2011,6.44,1,50
2783,57000,78.0,2,2,2007,6.0,3,19
2784,57000,18.0,2,1,2022,412.0,1,52
2785,56999,102.0,4,2,2011,6.49,1,45
2786,56900,57.0,3,1,1938,2.0,1,55
2787,56500,103.12,3,1,2003,365.0,1,61
2788,56000,75.0,2,1,1940,57.0,4,45
2789,56000,266.0,5,2,2016,62.38,1,3
2790,56000,83.0,3,2,2023,6.29,1,1
2791,56000,151.0,3,1,1856,28.0,1,23
2792,56000,70.0,3,1,1950,650.0,4,47
2793,56000,85.0,3,1,1920,45.45,1,49
2794,56000,83.0,4,1,2008,6.29,1,50
2795,56000,140.48,5,2,1975,45.45,1,23
2796,56000,122.71,3,1,1940,36.0,1,47
2797,55790,78.0,4,1,1947,6.76,1,37
2798,55500,92.0,3,1,1988,25.16,1,32
2799,55300,65.21,3,1,1953,8.0,1,47
2800,55000,78.0,4,1,1995,0.57,4,32
2801,55000,69.0,4,1,1950,25.35,1,46
2802,55000,74.0,3,1,1988,320.0,1,50
2803,55000,226.0,4,2,1988,429.0,1,24
2804,55000,70.0,3,1,1948,22.93,4,26
2805,55000,46.0,4,1,1995,15.0,4,19
2806,55000,106.0,5,2,1947,35.0,1,15
2807,55000,124.0,5,2,1977,5.24,1,9
2808,55000,89.0,6,2,1968,6.0,1,51
2809,55000,90.0,4,2,1962,25.53,1,56
2810,55000,184.0,4,2,1987,86.0,1,49
2811,55000,197.0,4,1,1984,5.9,1,43
2812,55000,64.0,2,2,1986,29.0,1,19
2813,55000,176.0,5,2,1984,28.46,1,27
2814,55000,162.0,4,2,1973,24.0,1,15
2815,55000,75.0,4,1,1995,45.45,1,23
2816,55000,66.0,3,1,1940,824.0,4,52
2817,55000,203.1,3,1,1978,45.45,1,47
2818,55000,138.0,6,2,1958,42.0,1,19
2819,55000,148.0,5,2,1952,34.69,1,25
2820,55000,106.0,5,2,1959,10.31,1,39
2821,55000,58.0,3,1,1978,20.0,1,45
2822,55000,66.0,4,1,1950,41.75,1,5
2823,55000,51.0,2,2,2014,558.0,4,27
2824,55000,58.0,1,1,2024,5.69,1,32
2825,55000,80.0,4,1,1995,7.0,1,19
2826,55000,51.0,2,1,1986,45.45,1,32
2827,55000,69.0,3,1,1985,6.0,1,50
2828,54900,79.0,4,2,1998,4.74,1,15
2829,54900,79.0,3,2,2009,8.6,1,50
2830,54000,339.0,4,2,2011,6.0,1,20
2831,54000,173.0,4,2,1988,15.76,1,13
2832,54000,130.0,5,2,1961,45.45,1,23
2833,54000,146.0,4,1,2016,33.0,1,23
2834,54000,97.0,4,1,2002,24.0,1,58
2835,54000,132.0,4,2,1992,18.0,1,23
2836,53500,42.0,3,1,2023,6.0,1,46
2837,53000,136.0,2,2,1986,20.0,1,19
2838,53000,125.0,4,1,1986,5.0,4,32
2839,53000,88.0,3,1,1972,11.0,1,45
2840,53000,69.0,3,1,1958,6.03,1,17
2841,53000,81.0,2,1,2018,470.0,1,61
2842,53000,40.0,2,2,1975,12.0,1,51
2843,53000,114.0,4,1,1983,27.92,1,32
2844,53000,63.0,4,1,2005,6.02,1,50
2845,53000,204.0,5,2,1975,45.45,1,11
2846,53000,30.0,1,1,2011,77.91,4,19
2847,53000,101.0,5,2,1981,35.0,4,26
2848,52500,72.0,3,1,1961,16.0,1,11
2849,52000,68.0,4,1,1938,5.5,1,47
2850,52000,153.0,6,1,1970,12.2,1,32
2851,52000,37.0,2,1,1933,4.05,2,55
2852,52000,89.29,4,1,1941,338.0,4,8
