No,Price,House area,Rooms No.,Floors,Year of construction,Land area (a),Object type,Municipality
2853,52000,148.0,5,1,2022,12.13,1,32
2854,52000,250.0,9,3,1938,5.0,1,19
2855,52000,67.0,2,1,1965,92.0,4,12
2856,52000,210.0,5,1,2024,27.0,1,12
2857,52000,110.0,5,2,1982,27.0,1,53
2858,51600,58.0,3,1,1968,10.17,1,3
2859,51000,51.0,3,2,1935,3.56,2,55
2860,51000,165.0,6,2,1976,8.0,1,43
2861,51000,92.0,3,1,1966,286.0,4,19
2862,51000,92.0,3,1,1966,286.0,4,19
2863,50500,105.0,3,1,1989,8.14,1,56
2864,50000,70.0,3,1,1981,45.45,1,26
2865,50000,102.38,4,1,1989,20.0,1,46
2866,50000,234.0,5,2,2000,13.0,1,19
2867,50000,73.0,3,2,1997,9.0,3,19
2868,50000,75.0,3,1,2023,29.2,1,50
2869,50000,102.0,2,2,2011,6.0,3,50
2870,50000,104.0,5,2,1960,45.45,1,49
2871,50000,136.0,5,2,1969,15.21,1,56
2872,50000,79.0,3,1,1962,28.0,1,50
2873,50000,57.0,3,1,1961,18.22,1,7
2874,50000,55.0,2,1,1924,20.0,4,50
2875,50000,97.0,3,1,1949,112.0,4,27
2876,50000,89.0,4,1,1965,60.0,4,25
2877,50000,219.0,5,2,1977,19.69,1,24
2878,50000,1455.0,4,5,1986,26.0,1,23
2879,49999,46.0,3,1,1989,6.0,1,15
2880,49999,164.0,5,1,2024,12.0,1,15
2881,49999,61.0,3,1,1962,18.0,1,15
2882,49999,88.0,4,1,1945,10.0,4,46
2883,49900,81.0,2,1,1940,267.0,4,3
2884,49900,107.0,4,2,1975,15.0,1,49
2885,49900,268.0,5,1,1918,17.0,1,23
2886,49900,59.0,2,2,2011,6.0,3,19
2887,49900,90.0,4,1,2010,6.0,1,60
2888,49900,66.0,3,2,1940,220.0,4,46
2889,49700,70.0,3,2,2023,10.4,1,50
2890,49500,138.0,2,1,1993,6.0,1,50
2891,49500,41.0,2,1,1940,66.0,1,50
2892,49500,100.0,6,2,1926,37.19,1,5
2893,49500,70.0,2,2,1994,12.0,3,19
2894,49500,122.07,3,1,1900,42.0,4,27
2895,49500,105.75,3,1,1982,10.0,1,47
2896,49500,131.0,4,2,1980,74.12,4,47
2897,49000,30.0,1,1,2009,35.47,4,45
2898,49000,67.0,3,1,1961,8.26,1,39
2899,49000,45.0,3,1,1939,6.47,1,14
2900,49000,107.0,4,2,1986,9.0,1,12
2901,49000,115.0,4,1,1988,32.0,4,42
2902,49000,53.0,3,2,2023,5.85,1,15
2903,49000,123.0,4,1,1986,39.0,4,19
2904,49000,132.0,4,2,1972,20.0,1,17
2905,49000,119.0,3,2,1985,6.61,1,15
2906,49000,83.0,3,1,1933,163.0,4,1
2907,49000,76.0,3,1,1974,30.0,1,53
2908,49000,54.0,2,1,1967,3.22,1,20
2909,49000,120.0,4,2,2014,45.45,1,15
2910,49000,95.0,5,1,1909,17.0,1,51
2911,48999,78.0,4,1,1962,8.6,1,7
2912,48500,173.0,6,1,1976,15.0,1,25
2913,48000,108.0,6,2,1940,209.0,1,27
2914,48000,65.3,2,1,1960,24.0,1,45
2915,48000,90.0,6,2,1920,5.57,1,33
2916,48000,76.0,3,2,1983,6.0,3,20
2917,48000,172.0,4,2,2023,4.33,1,55
2918,47000,97.96,3,2,1969,3.0,2,20
2919,47000,68.0,2,1,1948,4.34,1,33
2920,47000,78.0,3,2,1989,9.3,1,55
2921,47000,119.0,5,1,1981,14.78,1,1
2922,47000,35.0,2,1,2012,45.45,4,51
2923,47000,107.0,5,2,1967,30.0,1,47
2924,47000,83.5,3,1,1988,195.0,4,8
2925,47000,66.0,3,2,1986,5.83,1,32
2926,46900,122.0,3,1,1986,25.0,1,32
2927,46900,108.0,3,1,1994,45.45,1,50
2928,46500,49.0,2,1,1940,7.0,1,51
2929,46500,80.0,2,1,1986,0.02,1,33
2930,46000,123.29,4,2,1939,38.0,4,19
2931,46000,57.0,4,1,2002,45.45,1,51
2932,46000,17.0,1,1,2009,6.3,1,51
2933,46000,108.0,5,2,1940,7.21,1,46
2934,46000,54.0,2,1,1967,3.0,2,20
2935,46000,76.0,3,2,1947,64.23,4,8
2936,46000,72.0,2,1,1993,6.0,1,55
2937,46000,50.0,2,1,1953,34.79,1,50
2938,45900,71.0,3,1,1958,22.81,1,12
2939,45700,65.0,5,2,1970,14.63,4,3
2940,45000,30.0,2,1,2023,6.0,1,50
2941,45000,148.0,5,1,1974,6.42,1,42
2942,45000,77.0,3,1,1929,42.17,4,27
2943,45000,55.0,2,1,1988,45.45,3,26
2944,45000,48.0,2,2,2007,6.0,4,50
2945,45000,115.0,3,1,1910,983.0,4,52
2946,45000,39.0,1,1,2006,10.25,1,43
2947,45000,196.97,3,1,1984,31.0,1,0
2948,45000,53.0,2,1,1984,8.02,1,15
2949,45000,22.0,2,1,1967,6.08,4,18
2950,45000,160.0,5,2,1988,23.0,1,61
2951,45000,70.0,3,1,1986,16.0,1,6
2952,45000,132.0,4,2,1981,16.0,1,3
2953,45000,98.0,5,2,1955,225.0,4,3
2954,45000,129.0,5,2,1986,28.82,1,39
2955,45000,59.0,2,1,1986,1.83,4,32
2956,45000,64.0,1,1,1920,55.0,4,59
2957,45000,71.0,4,1,1999,6.0,1,19
2958,45000,87.0,3,1,1900,860.0,4,32
2959,45000,143.0,9,1,1951,8.16,1,32
2960,45000,116.0,4,1,2024,15.07,1,15
2961,45000,72.0,3,1,1952,10.66,1,61
2962,45000,100.0,3,2,2014,40.0,1,41
2963,45000,277.0,4,1,1986,45.45,4,24
2964,45000,75.0,2,1,1987,6.0,1,54
2965,45000,60.0,3,2,1986,9.0,1,19
2966,44900,56.0,2,2,1937,5.0,1,55
2967,44900,70.0,4,1,2021,50.0,1,19
2968,44900,152.0,7,2,1962,23.3,1,32
2969,44500,131.0,4,2,1976,8.77,2,10
2970,44500,77.0,3,1,1982,17.89,4,26
2971,44500,214.0,7,2,1984,49.0,1,3
2972,44000,72.0,4,1,1961,3.6,4,49
2973,44000,49.0,3,2,1991,9.0,4,45
2974,44000,70.0,3,2,1995,6.0,3,19
2975,43900,84.0,4,1,1946,16.36,1,56
2976,43000,66.0,3,2,1996,6.34,1,15
2977,43000,75.0,5,2,1939,4.68,1,16
2978,43000,58.0,2,2,1969,5.59,1,50
2979,43000,58.0,2,1,1985,6.31,1,32
2980,43000,48.0,3,2,1986,45.45,4,32
2981,43000,86.0,2,2,1997,9.44,1,56
2982,43000,69.0,3,1,1940,8.76,1,33
2983,43000,71.0,4,1,1969,14.5,4,56
2984,43000,52.0,2,1,1942,22.0,4,50
2985,43000,60.0,3,2,1980,1.3,1,33
2986,43000,65.0,3,2,1989,6.0,3,19
2987,43000,160.0,6,2,1989,45.45,1,41
2988,42500,97.0,3,2,1989,6.71,1,56
2989,42000,92.0,5,1,1963,12.0,1,46
2990,42000,30.0,3,1,1995,203.0,4,50
2991,42000,46.0,2,2,1974,7.6,1,26
2992,42000,134.0,3,1,1991,50.0,4,42
2993,42000,439.0,4,2,1986,45.45,4,49
2994,42000,115.0,4,2,1986,1.16,4,22
2995,42000,62.0,4,1,1947,45.45,1,20
2996,42000,30.0,2,1,1978,6.33,1,14
2997,42000,99.0,2,1,1905,45.45,1,38
2998,42000,59.0,3,2,1994,10.0,1,15
2999,42000,110.0,5,2,2008,11.6,4,47
3000,41900,110.0,6,2,1975,6.0,1,56
3001,41900,84.0,4,2,2007,6.3,1,32
3002,41700,80.0,3,2,1974,21.0,4,20
3003,41000,84.0,3,2,2018,6.59,1,37
3004,41000,110.0,4,2,1989,17.0,1,11
3005,41000,163.0,4,2,2013,8.19,1,55
3006,41000,125.0,5,2,1975,27.0,1,11
3007,40500,90.0,4,1,1986,45.45,1,34
3008,40500,64.37,3,1,1965,45.45,1,49
3009,40000,118.0,4,1,1920,45.87,4,61
3010,40000,56.0,2,2,1994,6.4,1,19
3011,40000,113.0,8,1,1921,94.0,4,5
3012,40000,75.0,4,1,1940,425.0,4,39
3013,40000,88.0,4,1,1978,300.0,4,50
3014,40000,100.0,5,2,1970,4.0,1,41
3015,40000,116.0,5,1,1958,6.01,1,43
3016,40000,160.0,4,1,2017,48.7,1,57
3017,40000,110.0,4,1,1901,30.0,1,58
3018,40000,60.0,2,2,1971,6.11,1,33
3019,40000,63.95,1,1,1959,89.0,1,54
3020,40000,80.0,3,1,1940,87.0,1,50
3021,40000,42.0,2,1,1960,0.2,1,14
3022,40000,206.0,4,2,1982,19.51,1,17
3023,40000,202.0,5,2,1985,49.0,1,5
3024,40000,58.0,5,1,1956,100.0,4,41
3025,39999,90.0,3,2,1985,6.0,3,19
3026,39970,65.0,5,1,1940,13.73,1,52
3027,39900,108.0,4,2,1965,100.0,4,3
3028,39900,91.0,2,1,1975,93.0,4,61
3029,39900,90.09,3,2,2003,6.0,3,19
3030,39900,85.0,6,2,1965,9.6,1,3
3031,39900,80.0,3,1,1989,6.2,1,55
3032,39900,33.0,4,1,1932,3.96,1,33
3033,39900,80.0,2,2,1975,3.38,1,45
3034,39500,101.44,3,1,1957,45.45,4,61
3035,39500,101.0,4,1,1980,365.0,1,43
3036,39500,111.0,3,1,1981,15.0,4,3
3037,39500,76.0,4,1,1927,60.52,4,12
3038,39000,72.0,4,2,1986,28.0,1,23
3039,39000,73.0,3,1,1976,30.0,1,61
3040,39000,45.0,3,2,1986,45.45,1,32
3041,39000,45.0,3,1,1953,38.0,4,32
3042,39000,115.0,5,1,1925,9.24,1,34
3043,39000,71.0,5,2,1986,0.04,1,33
3044,39000,73.0,4,1,1898,90.0,4,52
3045,39000,126.0,4,2,1986,45.45,1,34
3046,39000,73.0,3,1,1955,8.22,1,34
3047,39000,227.0,5,2,1972,23.0,1,23
3048,39000,111.0,3,2,2006,5.0,1,18
3049,39000,164.0,5,2,1968,27.0,1,23
3050,39000,89.0,3,2,1973,4.9,1,26
3051,38000,70.0,3,1,1928,412.0,4,3
3052,38000,126.0,3,1,1910,70.0,4,26
3053,38000,117.0,4,1,1991,45.45,1,55
3054,38000,383.0,9,2,1998,24.0,1,32
3055,38000,44.0,2,1,1946,56.0,4,45
3056,38000,67.0,3,1,1976,16.0,1,20
3057,38000,120.0,4,2,1986,7.5,1,49
3058,38000,196.0,4,1,1985,60.0,1,44
3059,38000,61.0,2,1,1961,24.0,4,48
3060,38000,68.0,4,2,1937,8.0,1,10
3061,38000,79.0,3,2,1969,26.0,1,42
3062,37900,111.0,4,1,1930,126.0,4,16
3063,37900,70.0,3,2,1977,64.0,4,17
3064,37900,31.0,3,1,1984,14.6,1,3
3065,37600,55.0,3,1,1948,2.52,1,23
3066,37500,75.0,2,2,2008,6.0,1,32
3067,37000,74.0,4,1,1955,30.0,1,38
3068,37000,69.0,2,1,1957,139.0,4,1
3069,37000,38.0,2,2,1967,3.59,1,33
3070,37000,107.0,3,1,1972,28.0,1,57
3071,37000,50.0,3,1,1945,27.0,1,15
3072,37000,51.0,3,1,1986,11.88,1,19
3073,37000,94.0,3,2,1910,4.05,1,11
3074,37000,254.0,5,2,2005,5.27,1,38
3075,37000,72.0,4,2,1973,6.0,3,19
3076,37000,111.0,6,1,1940,286.0,4,3
3077,37000,82.0,5,1,1968,21.6,4,26
3078,37000,383.0,9,2,1998,24.0,1,32
3079,37000,62.0,4,1,1981,19.7,1,32
3080,37000,68.0,3,1,1950,78.0,1,56
3081,37000,90.0,3,1,1947,1.0,4,23
3082,36900,190.0,4,2,1980,46.0,4,49
3083,36500,64.0,4,1,1967,20.0,4,25
3084,36500,43.0,3,1,1986,0.1,1,32
3085,36500,79.0,4,2,1981,7.45,1,1
3086,36500,73.0,3,1,1973,7.0,1,32
3087,36000,153.0,3,1,2002,56.0,4,42
3088,36000,105.9,4,1,1940,600.0,1,52
3089,36000,57.0,3,2,1965,2.34,1,33
3090,36000,99.0,3,1,1986,92.0,1,48
3091,36000,56.0,2,2,1994,6.0,3,19
3092,36000,60.0,3,1,1935,5.11,1,46
3093,36000,54.0,2,1,1984,7.0,1,9
3094,35900,38.0,2,2,2000,0.8,2,55
3095,35500,59.0,3,1,1939,370.0,4,52
3096,35300,200.0,4,2,1980,15.69,4,25
3097,35000,42.0,4,1,1936,4.28,1,2
3098,35000,50.0,2,1,1968,6.2,1,50
3099,35000,150.0,5,2,1986,0.25,1,32
3100,35000,105.0,3,1,1927,0.51,1,33
3101,35000,81.0,4,1,1959,64.09,4,12
3102,35000,25.0,1,2,1960,1.8,1,51
3103,35000,339.06,6,2,1994,25.0,1,47
3104,35000,65.0,4,1,1985,8.13,1,55
3105,35000,52.0,3,1,1923,4.0,1,12
3106,35000,114.0,4,1,1980,15.0,1,32
3107,35000,70.0,2,2,1889,6.0,1,9
3108,35000,113.0,3,1,1985,7.48,1,15
3109,35000,82.0,4,2,1910,27.0,4,23
3110,35000,88.0,4,1,1981,20.0,4,39
3111,35000,71.6,3,1,1940,150.0,4,8
3112,35000,47.0,2,1,1986,5.0,2,55
3113,35000,123.0,5,1,1988,50.0,1,30
3114,35000,79.0,3,2,1989,6.25,4,19
3115,35000,36.0,4,1,1999,6.2,1,25
3116,35000,60.0,3,2,1986,7.0,1,45
3117,35000,66.0,4,1,1986,6.0,1,19
3118,35000,80.0,2,1,1938,226.0,4,27
3119,35000,45.0,3,2,2005,6.1,1,9
3120,35000,66.0,3,1,1986,22.79,1,32
3121,35000,126.0,4,1,1970,17.21,1,3
3122,34999,98.89,5,1,1974,10.0,1,0
3123,34999,89.0,7,2,1977,14.0,1,47
3124,34990,59.0,3,1,1960,15.0,1,59
3125,34900,72.0,3,1,1974,8.85,1,56
3126,34900,46.0,2,1,1988,7.1,1,56
3127,34500,63.0,3,1,1965,12.86,1,30
3128,34500,125.0,3,2,1992,8.0,3,19
3129,34000,30.0,2,2,2004,10.85,1,12
3130,34000,97.47,3,1,1926,45.45,4,41
3131,34000,65.0,3,1,1924,4.9,1,56
3132,34000,87.38,3,1,1930,1730.0,1,24
3133,34000,98.0,4,2,1992,10.0,1,56
3134,33500,132.0,6,2,1929,6.16,1,10
3135,33500,80.8,4,1,1935,30.0,4,46
3136,33500,28.0,2,2,2004,6.02,1,37
3137,33000,125.0,3,2,1983,118.0,1,22
3138,33000,65.0,4,2,1986,0.04,1,33
3139,33000,62.96,2,1,1962,20.0,1,15
3140,33000,48.0,3,1,1988,10.0,1,15
3141,33000,104.0,4,1,1925,6.83,1,33
3142,33000,115.0,4,2,1986,0.35,1,22
3143,33000,95.0,4,1,1981,45.45,1,49
3144,33000,73.0,3,1,1963,11.0,1,23
3145,33000,94.01,3,1,1952,62.0,4,8
3146,33000,94.01,3,1,1952,62.0,4,8
3147,33000,55.0,3,1,1938,45.45,4,49
3148,32500,47.0,2,2,1988,14.52,1,33
3149,32499,61.0,3,1,1960,22.92,1,15
3150,32000,40.0,2,1,1924,9.82,1,26
3151,32000,62.0,2,1,2004,15.0,4,61
3152,32000,70.0,3,1,1901,9.0,1,58
3153,32000,57.0,2,1,1986,2.25,1,32
3154,32000,90.0,3,1,1952,6.0,1,33
3155,32000,101.0,4,1,1924,112.0,4,32
3156,32000,95.0,2,1,2000,6.08,1,15
3157,32000,111.0,3,1,1973,18.98,1,39
3158,32000,100.0,4,1,2021,9.0,1,23
3159,31999,130.0,4,1,1947,150.0,4,1
3160,31800,104.0,3,2,1993,12.0,4,48
3161,31500,87.0,2,2,1986,6.63,1,56
3162,31500,42.0,1,1,2008,45.45,1,1
3163,31500,100.0,3,1,1989,48.15,4,34
3164,31400,131.0,3,1,1972,45.45,4,49
3165,31000,113.0,1,1,1972,4.5,1,6
3166,31000,64.0,3,1,1926,21.0,4,26
3167,31000,42.0,3,1,1943,30.0,1,17
3168,31000,36.0,2,2,1986,45.45,1,32
3169,31000,74.0,3,1,1951,100.0,4,61
3170,31000,74.0,2,2,1989,6.0,1,55
3171,31000,98.0,4,2,1990,22.05,1,32
3172,30500,99.0,4,1,1986,45.45,1,24
3173,30300,174.0,4,2,2017,6.4,1,19
3174,30000,40.0,3,2,1990,6.36,4,50
3175,30000,63.0,3,1,1940,9.0,1,54
3176,30000,90.0,3,1,1935,320.0,4,56
3177,30000,47.0,1,1,1939,2.78,1,16
3178,30000,125.0,4,1,1940,130.0,4,3
3179,30000,62.0,4,1,1986,528.0,4,17
3180,30000,34.0,2,1,1958,3.3,1,47
3181,30000,80.0,1,1,2021,6.0,3,19
3182,30000,78.0,3,1,1965,84.0,4,3
3183,30000,80.0,2,2,2014,12.0,3,19
3184,30000,62.44,3,2,1993,12.0,1,61
3185,30000,50.0,2,1,2009,50.0,4,47
3186,30000,83.0,5,1,1986,0.21,1,32
3187,30000,75.0,3,1,1986,45.0,4,1
3188,30000,55.0,3,1,1975,887.0,4,41
3189,30000,40.0,2,2,1980,5.0,3,19
3190,30000,20.0,1,1,2015,12.0,3,20
3191,29900,70.0,2,2,2000,6.0,3,19
3192,29900,71.0,3,1,1940,45.45,1,50
3193,29900,59.0,2,1,1962,250.0,4,27
3194,29900,46.0,2,2,1960,4.22,1,33
3195,29900,78.0,2,2,1991,9.1,1,9
3196,29900,116.0,5,2,1937,26.0,4,41
3197,29800,93.2,2,1,1961,32.0,1,1
3198,29800,81.33,3,2,1987,6.0,3,1
3199,29700,130.0,5,2,1988,25.0,1,48
3200,29500,136.0,5,1,1935,36.0,4,44
3201,29500,91.0,4,1,1982,13.0,1,41
3202,29500,68.06,3,1,1984,34.0,1,54
3203,29500,78.0,3,1,1940,84.36,1,61
3204,29500,75.0,4,1,1950,45.45,4,41
3205,29500,56.0,4,1,1957,20.0,4,25
3206,29000,45.0,2,1,1940,2.56,1,33
3207,29000,90.0,4,1,1977,45.45,4,45
3208,29000,45.0,3,2,1942,4.99,1,33
3209,29000,88.0,4,1,1905,40.0,4,42
3210,29000,57.0,3,1,1940,163.0,1,50
3211,29000,140.0,2,1,1957,70.0,1,38
3212,29000,62.0,3,2,1972,2.84,1,43
3213,29000,20.0,2,2,1990,12.0,3,19
3214,29000,64.0,3,1,1972,30.0,1,23
3215,29000,30.0,3,1,1987,5.77,4,45
3216,29000,86.0,3,1,1974,27.52,4,0
3217,29000,82.0,5,1,1966,16.0,1,11
3218,29000,64.0,4,2,1971,9.18,4,48
3219,29000,141.0,4,1,1978,23.31,4,38
3220,29000,30.0,2,2,1986,10.0,3,15
3221,29000,71.0,4,1,1961,13.0,1,34
3222,29000,84.0,5,2,1923,33.58,4,56
3223,28900,36.0,1,1,2023,45.45,1,55
3224,28900,77.0,4,1,1986,6.0,1,19
3225,28700,57.88,2,1,2004,10.0,3,47
3226,28500,78.3,3,1,1940,2.0,1,3
3227,28500,83.0,2,2,1995,5.72,1,56
3228,28500,52.0,2,1,1850,52.53,4,30
3229,28500,50.0,4,1,2023,5.97,1,32
3230,28200,104.0,4,1,1981,15.0,4,49
3231,28000,100.0,3,1,1974,15.0,1,43
3232,28000,30.0,2,1,1964,0.02,1,33
3233,28000,41.0,2,1,1986,1.0,1,33
3234,28000,55.0,4,1,1965,15.36,4,49
3235,28000,30.0,2,2,1986,5.79,1,56
3236,28000,94.0,4,1,1966,18.0,1,49
3237,28000,69.0,3,2,1964,45.45,1,5
3238,28000,90.0,4,2,2007,6.0,3,19
3239,28000,88.0,3,1,1957,40.0,4,39
3240,28000,80.0,3,1,1969,84.0,4,61
3241,28000,120.0,6,1,1950,17.0,4,19
3242,28000,62.0,2,1,1982,5.15,4,32
3243,28000,80.0,3,1,1947,12.86,4,42
3244,27990,82.0,4,1,1972,10.0,1,38
3245,27900,112.0,6,2,1969,22.0,4,9
3246,27900,70.0,3,1,1936,23.24,1,56
3247,27500,83.0,3,1,1961,23.77,4,10
3248,27500,50.0,4,1,1964,6.0,1,55
3249,27500,55.0,2,2,1964,28.26,4,17
3250,27500,32.0,2,1,1989,6.77,1,55
3251,27500,55.0,2,2,1965,28.26,4,17
3252,27500,45.0,1,3,1948,683.0,1,25
3253,27500,60.0,3,1,1950,37.0,4,25
3254,27500,78.0,3,2,1974,45.45,1,38
3255,27500,50.0,3,2,1983,45.45,1,25
3256,27000,45.0,3,1,1960,25.56,4,15
3257,27000,61.0,2,1,1960,320.0,4,3
3258,27000,140.0,4,2,1994,29.0,1,32
3259,27000,92.0,4,2,1972,8.0,0,27
3260,27000,52.0,2,1,1964,53.0,1,23
3261,27000,67.0,2,2,1984,6.0,4,19
3262,27000,81.0,3,1,1940,179.0,1,54
3263,27000,91.0,5,2,1957,21.44,4,39
3264,27000,83.0,3,2,1988,10.0,3,19
3265,27000,72.0,4,1,1970,28.0,1,3
3266,26999,31.39,2,1,1978,10.0,3,47
3267,26999,64.0,3,2,1917,28.0,4,8
3268,26900,46.0,2,1,1925,1.74,2,55
3269,26800,89.38,3,1,1972,35.0,4,3
3270,26500,52.0,2,1,1964,45.45,1,32
3271,26000,111.0,4,2,1998,11.73,1,17
3272,26000,70.0,2,1,1991,6.62,1,56
3273,26000,60.0,2,2,1986,5.89,1,19
3274,26000,125.0,4,1,1964,0.5,4,32
3275,26000,20.0,2,2,1992,7.0,3,19
3276,26000,55.0,2,2,2020,6.0,1,41
3277,26000,88.0,4,1,1964,25.0,4,19
3278,25900,54.0,4,1,1948,12.0,1,56
3279,25900,101.0,4,2,1917,20.95,4,6
3280,25900,145.0,6,2,1969,17.67,1,22
3281,25700,76.0,3,1,1971,19.0,1,47
3282,25500,27.0,2,1,1931,2.74,2,55
3283,25500,20.0,1,1,2000,10.41,4,55
3284,25500,106.0,3,1,1895,280.0,4,3
3285,25300,77.22,4,1,1979,34.0,1,47
3286,25300,77.22,4,1,1979,34.0,1,47
3287,25000,200.0,4,2,1977,25.0,1,57
3288,25000,75.0,4,2,1926,11.2,1,43
3289,25000,56.0,2,1,1925,17.18,4,6
3290,25000,34.0,2,1,1985,6.0,1,15
3291,25000,39.0,2,1,1910,28.0,1,26
3292,25000,62.0,4,1,2022,45.45,4,25
3293,25000,54.0,2,1,1982,6.5,1,55
3294,25000,25.0,3,1,1971,6.0,3,19
3295,25000,180.05,6,1,1890,23.0,1,39
3296,25000,70.0,4,1,1982,14.0,1,11
3297,25000,77.0,3,2,1953,77.34,1,33
3298,25000,75.0,2,2,1968,58.0,4,56
3299,25000,93.0,3,1,1940,60.0,4,52
3300,25000,104.0,3,1,1978,42.21,1,49
3301,25000,54.0,3,1,1959,45.45,1,53
3302,25000,97.0,4,1,1980,16.0,1,3
3303,25000,48.42,2,1,1983,5.0,3,8
3304,25000,70.0,3,2,2012,5.5,1,32
3305,25000,81.0,3,1,1982,196.0,4,49
3306,25000,71.0,3,2,1964,3.0,1,32
3307,25000,38.0,2,1,1892,1.14,1,33
3308,25000,77.0,3,2,2006,21.0,4,34
3309,25000,66.0,3,1,1918,30.0,1,8
3310,25000,72.0,3,1,1938,19.0,4,38
3311,25000,66.0,3,1,1961,7.2,1,3
3312,25000,22.0,4,1,1964,45.45,1,33
3313,25000,59.0,4,1,1984,45.45,4,19
3314,25000,84.0,4,2,1978,28.0,1,23
3315,24900,63.0,3,2,1990,6.1,1,15
3316,24600,76.0,2,1,1994,7.0,1,15
3317,24600,80.0,3,1,1969,30.0,4,8
3318,24500,31.0,1,1,1984,11.26,4,43
3319,24500,100.42,4,1,1919,17.0,1,22
3320,24000,47.0,3,2,2003,6.0,1,15
3321,24000,75.0,3,1,1963,24.0,4,17
3322,24000,90.0,3,1,1970,67.04,1,32
3323,24000,51.0,2,1,1992,6.0,1,32
3324,24000,20.0,2,1,1964,45.45,1,32
3325,24000,111.0,3,1,2011,11.6,4,32
3326,24000,95.0,3,1,1978,25.0,4,41
3327,24000,122.0,4,1,1976,16.0,1,17
3328,24000,71.0,3,2,1964,45.45,1,32
3329,24000,40.0,2,1,1964,45.45,1,32
3330,23900,54.0,4,1,1964,45.45,1,32
3331,23800,25.0,3,1,1971,6.0,3,19
3332,23500,54.0,3,1,1989,6.0,3,15
3333,23500,95.92,3,1,1940,61.0,4,61
3334,23000,61.0,2,2,1934,4.8,1,26
3335,23000,109.39,5,1,1970,10.0,1,0
3336,23000,29.0,1,1,1976,2.0,1,33
3337,23000,17.0,1,1,2002,45.45,1,51
3338,23000,91.0,2,1,1950,15.0,1,40
3339,23000,25.0,1,1,1990,6.0,3,19
3340,23000,35.0,3,1,2010,6.0,1,15
3341,23000,70.79,2,1,1958,25.0,4,3
3342,23000,128.0,7,1,1933,20.0,4,24
3343,23000,130.0,4,1,1901,280.0,4,40
3344,23000,45.0,2,2,1964,0.12,1,32
3345,23000,68.0,3,1,1949,18.0,1,53
3346,23000,37.0,4,2,1996,45.45,1,51
3347,23000,48.0,2,1,1907,57.0,4,50
3348,22900,61.0,3,1,1971,32.0,1,38
3349,22900,87.0,3,1,1937,29.0,1,50
3350,22500,59.0,2,1,1939,38.0,4,3
3351,22000,150.0,4,1,1907,60.0,4,34
3352,22000,40.0,2,2,1980,10.32,4,15
3353,22000,39.0,3,2,2001,6.0,1,9
3354,22000,63.0,3,1,1962,15.0,4,49
3355,22000,89.0,2,1,1940,104.0,4,3
3356,22000,103.0,3,1,1972,37.0,1,39
3357,22000,81.0,3,1,1977,27.67,4,3
3358,22000,21.0,1,1,1989,45.45,3,26
3359,21900,64.0,1,1,1975,32.97,1,22
3360,21500,98.0,3,1,1954,18.0,1,34
3361,21400,46.13,2,1,1946,18.0,1,47
3362,21000,43.0,2,1,1945,24.58,4,45
3363,21000,36.0,2,1,1964,0.06,1,32
3364,21000,97.0,2,1,1933,241.0,4,53
3365,21000,113.0,4,1,1920,336.0,4,13
3366,21000,20.0,4,1,1964,6.0,1,19
3367,21000,60.0,3,1,1968,16.0,1,3
3368,21000,60.91,2,1,1992,5.0,3,47
3369,21000,34.0,2,1,1988,6.77,4,39
3370,20000,78.0,3,2,1959,3.55,1,2
3371,20000,52.0,2,2,1990,8.49,1,52
3372,20000,50.0,3,1,1957,50.0,4,46
3373,20000,38.0,2,1,2022,6.9,1,26
3374,20000,66.0,3,1,1965,45.0,1,49
3375,20000,68.0,2,1,1972,20.0,4,39
3376,20000,205.0,5,1,1986,26.1,1,17
3377,20000,86.0,4,1,1956,35.97,4,26
3378,20000,62.0,2,2,1987,6.09,1,19
3379,20000,58.0,3,1,1960,8.22,1,39
3380,20000,37.0,2,1,1940,35.1,4,48
3381,20000,37.0,2,1,1840,45.45,1,49
3382,20000,64.0,2,1,1927,6.56,1,33
3383,20000,101.0,4,1,1971,20.56,1,32
3384,20000,20.0,1,1,1990,6.0,3,19
3385,20000,43.0,1,1,1948,45.45,1,33
3386,20000,113.0,5,1,1940,33.0,4,17
3387,19990,19.0,1,1,1985,45.45,1,50
3388,19950,261.0,12,2,1938,17.0,1,53
3389,19900,40.0,2,2,1995,6.0,3,19
3390,19900,127.0,3,1,1900,20.0,1,5
3391,19900,18.0,4,1,1964,45.45,1,55
3392,19900,55.0,2,2,1990,11.59,4,32
3393,19900,59.27,3,2,2010,6.0,3,32
3394,19900,72.0,4,1,1955,22.0,4,52
3395,19900,38.0,4,1,1919,45.45,4,40
3396,19900,116.0,5,1,1979,58.0,4,22
3397,19900,34.0,4,1,1970,0.23,1,14
3398,19900,74.0,3,1,1953,13.0,4,19
3399,19500,50.0,1,1,1988,8.0,1,9
3400,19500,64.0,2,1,1955,626.0,4,8
3401,19500,77.0,3,2,1940,4.67,2,38
3402,19500,31.0,2,1,2010,210.0,1,12
3403,19500,71.0,3,1,1966,16.29,1,56
3404,19500,174.0,4,2,1987,28.0,1,38
3405,19000,42.0,2,2,1951,10.0,2,32
3406,19000,57.0,3,1,1961,15.0,4,46
3407,19000,49.0,3,1,1974,17.03,4,45
3408,19000,92.0,3,1,1939,74.0,4,12
3409,19000,112.0,1,1,1964,45.45,1,2
3410,19000,97.0,4,2,1970,21.0,4,53
